post_no,type,writer,body,time
926901390,body,Kitchen B1,"[COURSE1]
소고기숙주볶음, 잡곡밥, 열무된장국,
쥐어채조림, 부추겉절이
619kcal(단백질:46g)Na함량:1230mg(염도:0.6%)
[COURSE2]
산채들기름비빔밥, 미역국, 피쉬커틀릿*타르타르소스,
브로콜리통마늘볶음, 약고추장
988kcal(단백질:57g)Na함량:1078mg(염도:0.6%)
[샐러드바]
그린샐러드, 바나나칩샐러드, 아이스티,
현미밥/백미밥, 포기김치/깍두기",2023년 9월 5일 오후 6:08
926901390,comment,Kitchen B1,2코스 브로콜리볶음->연근조림으로 변경되었습니다,2023년 9월 5일
926901390,comment,Kitchen B1,"샐러드바 현미밥 품절되어 추가조리 중입니다
고객님께 이용에 불편을 드려 대단히 죄송합니다",2023년 9월 5일
926901390,comment,Kitchen B1,석식2코너 산채들기름비빔밥은 품절되었습니다.,2023년 9월 5일
926901391,body,Kitchen B1,"[COURSE1]
철판오징어볶음*소면사리, 잡곡밥, 호박새우젓국,
도톰완자전, 고들빼기무침
852kcal(단백질:27g)Na함량:1154mg(염도:0.6%)
[COURSE2]
중국식볶음밥&자장소스, 채소짬뽕국,
지파이유린기, 단무지
857kcal(단백질:22g)Na함량:1045mg(염도:0.6%)
[샐러드바]
그린샐러드, 코울슬로샐러드, 식혜,
현미밥/백미밥, 포기김치/깍두기",2023년 9월 6일 오전 11:15
926901392,body,Kitchen B1,"[COURSE1]
닭개장, 잡곡밥, 미트볼채소조림,
고구마순들깨나물, 궁채장아찌
949kcal(단백질:58g)Na함량:1174mg(염도:0.7%)
[COURSE2]
돈목살필라프&계란프라이, 맑은유부국,
두부카츠*스위트칠리소스, 양배추적채초절임
839kcal(단백질:51g)Na함량:1140mg(염도:0.5%)
[샐러드바]
그린샐러드, 쿠스쿠스샐러드, 초코쿠키,
현미밥/백미밥,포기김치/석박지",2023년 9월 6일 오후 5:58
926901393,body,Kitchen B1,"[COURSE1]
<제철식재-감자> 치즈부대전골, 잡곡밥,
깻잎감자채전, 삼색겨자채무침, 무말랭이무침
991kcal(단백질:45g)Na함량:1249mg(염도:0.6%)
[COURSE2]
<제철식재-도토리> 꼬막영양밥, 호박고추장찌개,
메밀전병, 도토리묵채소무침, 구운파래김*간장양념장
808kcal(단백질:32g)Na함량:1204mg(염도:0.5%)
[샐러드바]
그린샐러드, 살사푸실리샐러드, 계란과자,
현미밥/백미밥, 포기김치/석박지",2023년 9월 7일 오전 11:08
926901393,comment,Kitchen B1,중식 2코너 메밀전병에서 납작부침만두로 변경되었습니다.,2023년 9월 7일
926901393,comment,Kitchen B1,중식 1코너 치즈부대전골은 품절되었습니다.,2023년 9월 7일
926901396,body,Kitchen B1,"[COURSE1]
소고기쌀국수, 파인애플볶음밥,
모듬춘권&칠리소스, 레몬양파절임
959kcal(단백질:60g)Na함량:1112mg(염도:0.6%)
[COURSE2]
닭보쌈, 잡곡밥, 시금치된장국,
게맛살미역줄기볶음, 쌈무*와사비마요
817kcal(단백질:60g)Na함량:1112mg(염도:0.6%)
[샐러드바]
그린샐러드, 아오리사과, 마카로니샐러드,
현미밥/백미밥, 포기김치/깍두기",2023년 9월 8일 오전 11:03
926901397,body,Kitchen B1,"[COURSE1]
떡만두국, 잡곡밥, 미니떡갈비조림,
탕평채, 숙주나물무침
810kcal(단백질:27g)Na함량:1029mg(염도:0.6%)
[샐러드바]
그린샐러드,과일푸딩, 다시마튀각,
현미밥/백미밥, 포기김치/열무김치",2023년 9월 8일 오후 6:21
926901399,body,Kitchen B1,"[COURSE1]
매실청돈육불고기,잡곡밥,유채된장국,
미니새송이버섯볶음,청포묵김가루무침
663kcal(단백질:32g)Na함량:1128mg(염도:0.7%)
[COURSE2]
고추잡채덮밥,계란파국,
꿔바로우,중국식오이무침
956kcal(단백질:27g)Na함량:1189mg(염도:0.8%)
[샐러드바]
그린샐러드, 마카로니샐러드,복분자차,
현미밥/백미밥, 포기김치/깍두기",2023년 9월 11일 오전 11:05
926901399,comment,Kitchen B1,중식2코너 고추잡채덮밥은 품절되었습니다.,2023년 9월 11일
926901400,body,Kitchen B1,"[COURSE1]
명란크림파스타,빌소시지&구운채소&머스타드소스,
오이피클,탄산음료
988kcal(단백질:38g)Na함량:1193mg
[COURSE2]
짜글이김치찌개,쌀밥&계란프라이,
궁중떡볶이,숙주나물무침,건파래자반
964kcal(단백질:37g)Na함량:1196mg(염도:0.8%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥,포기김치/깍두기",2023년 9월 11일 오후 6:03
926901400,comment,Kitchen B1,석식2코너 짜글이김치찌개는 품절되었습니다.,2023년 9월 11일
926901401,body,Kitchen B1,"[COURSE1]
순대국밥,잡곡밥,동그랑땡전
우엉땅콩조림,알마늘장아찌무침
971kcal(단백질:49g)Na함량:1182mg(염도:0.8%)
[COURSE2]
불고기할라피뇨볶음밥,맑은팽이버섯국,
고로케&케첩,유자채단무지
765kcal(단백질:14g)Na함량:1042mg(염도:0.6%)
[샐러드바]
그린샐러드,이집트콩샐러드,허니꿀짱
현미밥/백미밥, 포기김치/석박지",2023년 9월 12일 오전 10:52
926901401,comment,Kitchen B1,중식1코너 순대국밥은 품절되었습니다.,2023년 9월 12일
926901402,body,Kitchen B1,"[COURSE1]
소고기샤브샤브,잡곡밥,메추리알장조림
반반콩자반,무말랭이무침,겨자장
735kcal(단백질:33g)Na함량:1119mg(염도:0.7%)
[COURSE2]
오야꼬동,미소장국,
감자샐러드&요거트D,오복지무침
872kcal(단백질:43g)Na함량:1136mg(염도:0.6%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드,메실차
현미밥/백미밥, 포기김치/석박지",2023년 9월 12일 오후 6:13
926901404,body,Kitchen B1,"[COURSE1]
나가사끼짬뽕,쌀밥(소),타코야끼,
락교&초생강
958kcal(단백질:29g)Na함량:1129mg(염도:0.7%)
[COURSE2]
닭간장불고기&파채,잡곡밥,사골파국,
연두부*양념장,시래기지짐
771kcal(단백질:37g)Na함량:1179mg(염도:0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥,포기김치/깍두기",2023년 9월 13일 오전 10:56
926901405,body,Kitchen B1,"[COURSE1]
고등어무조림,잡곡밥,얼갈이된장국
비엔나소시지케첩조림,맑은오이지무침,
933kcal(단백질:52g)Na함량:1184mg(염도:0.8%)
[COURSE2]
옛날카레라이스,우동국물,
새우까스&타르타르소스,고춧잎무침
907kcal(단백질:24g)Na함량:1143mg(염도:0.5%)
[샐러드바]
그린샐러드,멕시칸샐러드,다시마튀각
현미밥/백미밥,포기김치/깍두기",2023년 9월 13일 오후 6:14
926901405,comment,Kitchen B1,석식1코너 고등어무조림은 품절되었습니다.,2023년 9월 13일
926901407,body,Kitchen B1,"[COURSE1]
전주콩나물국밥, 잡곡밥, 언양식불고기,
브로콜리숙회&초고추장, 쥐어채볶음
892kcal(단백질:44g)Na함량:1165mg(염도:0.6%)
[COURSE2]
참치캔생야채비빔밥, 다시마무채국, 모짜렐라치즈핫도그*케첩,
건새우마늘쫑볶음, 비빔밥고추장
780kcal(단백질:30g)Na함량:1157mg(염도:0.5%)
[샐러드바]
그린샐러드, 누룽지샐러드, 알새우칩
현미밥/백미밥, 포기김치/깍두기",2023년 9월 14일 오후 6:13
926901407,comment,Kitchen B1,석식2코너 참치캔생야채비빔밥은 품절되었습니다.,2023년 9월 14일
926901408,body,Kitchen B1,"[COURSE1]
돼지양념구이*양파볶음, 잡곡밥, 두부김치국,
새우젓호박볶음, 모듬채소겉절이
811kcal(단백질:48g)Na함량:1083mg(염도:0.7%)
[COURSE2]
라따뚜이오므라이스, 옥수수크림수프,
양념감자튀김*케첩, 양배추적채피클
876kcal(단백질:35g)Na함량:1093mg(염도:0.6%)
[샐러드바]
그린샐러드, 방울토마토, 건빵튀김
현미밥/백미밥, 포기김치/열무김치",2023년 9월 15일 오전 11:05
926901409,body,Kitchen B1,"[COURSE1]
유부주머니어묵전골, 잡곡밥, 부추장떡, 가지나물, 궁채절임, 와사비장
870kcal(단백질:29g)Na함량:1194mg(염도:0.6%)
[샐러드바]
그린샐러드, 천사채샐러드, 감식초
현미밥/백미밥, 포기김치/열무김치",2023년 9월 15일 오후 5:56
926901411,body,Kitchen B1,"[COURSE1]
계림닭볶음탕, 잡곡밥, 콩나물국, 미역줄기볶음, 멸치견과볶음
964kcal(단백질:71g)Na함량:1128mg(염도:0.7%)
[COURSE2]
부타동, 미소장국, 피쉬커틀릿&크리미어니언소스, 락교무침
984kcal(단백질:56g)Na함량:1009mg(염도:0.7%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2023년 9월 18일 오전 11:08
926901411,comment,Kitchen B1,중식1코스 계림닭볶음탕은 품절되었습니다.,2023년 9월 18일
926901417,body,Kitchen B1,"[COURSE1]
설렁탕, 잡곡밥, 매콤두부조림, 가지나물, 삼색겨자채무침
710kcal(단백질:34g)Na함량:1182mg(염도:0.6%)
[COURSE2]
팟카파오무쌉*계란프라이, 쌀국수국물, 사모사튀김&칠리소스, 레몬양파피클
973kcal(단백질:34g)Na함량:1182mg(염도:0.6%)
[샐러드바]
그린샐러드, 푸실리샐러드, 아이스티
현미밥/백미밥, 포기김치/깍두기",2023년 9월 18일 오후 6:15
926901419,body,Kitchen B1,"[COURSE1]
베이컨크림리조또, 노엣지페퍼로니피자,양배추적채피클,탄산음료
963kcal(단백질:26g)Na함량:924mg(염도:0.5%)
[COURSE2]
안동국밥, 잡곡밥, 바싹부추전, 탕평채, 연근조림
610kcal(단백질:24g)Na함량:1162mg(염도:0.6%)
[샐러드바]
그린샐러드, 모듬콩샐러드, 고구마스틱
현미밥/백미밥, 포기김치/석박지",2023년 9월 19일 오전 10:57
926901419,comment,Kitchen B1,중식1코너 베이컨크림리조또는 품절되었습니다.,2023년 9월 19일
926901420,body,Kitchen B1,"[COURSE1]
베테랑칼국수, 보리밥(소), 고기손만두찜*초간장, 무말랭이무침
876kcal(단백질:24g)Na함량:1132mg(염도:0.6%)
[COURSE2]
돈육콩나물두루치기, 잡곡밥, 근대된장국, 둥근어묵간장조림, 양배추쌈*쌈장
834kcal(단백질:49g)Na함량:1125mg(염도:0.6%)
[샐러드바]
그린샐러드, 연근샐러드, 매실차
현미밥/백미밥, 포기김치/석박지",2023년 9월 19일 오후 6:02
926901420,comment,Kitchen B1,2코스 돈육콩나물두루치기 => 콩나물에서 숙주로 변경되었습니다.,2023년 9월 19일
926901420,comment,Kitchen B1,1코스 무말랭이 => 오복지무침으로 변경되었습니다,2023년 9월 19일
926901420,comment,Kitchen B1,1코스 손만두찜->교자만두찜으로 변경되었습니다.,2023년 9월 19일
926901421,body,Kitchen B1,"[COURSE1]
소고기묵채비빔밥, 미역국, 돈저냐구이&파채무침, 명엽채땅콩볶음, 간장양념장
743kcal(단백질:36g)Na함량:1109mg(염도:0.5%)
[COURSE2]
돈까스김치나베, 쌀밥, 후리가케계란찜, 브로콜리흑임자무침
957kcal(단백질:36g)Na함량:1199mg(염도:0.7%)
[샐러드바]
그린샐러드, 바나나, 식혜
현미밥/백미밥, 포기김치/깍두기",2023년 9월 20일 오전 11:02
926901421,comment,Kitchen B1,중식2코너 돈까스김치나베는 품절되었습니다.,2023년 9월 20일
926901422,body,Kitchen B1,"[COURSE1]
동태지리탕, 잡곡밥, 어니언떡갈비, 열무된장나물, 고들빼기무침
788kcal(단백질:46g)Na함량:1111mg(염도:0.6%)
[COURSE2]
햄마늘쫑볶음밥&계란프라이, 콩가루배추국, 김말이오징어볼강정, 청경채나물
904kcal(단백질:32g)Na함량:1198mg(염도:0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2023년 9월 20일 오후 5:50
926901422,comment,안정호,오징어는 어느 외국산일까요?,2023년 9월 20일
926901422,comment,Kitchen B1,"@안정호 안녕하세요 고객님~
분의주신 오징어볼 튀김의 오징어 원산지는(외국산:칠레,페루,중국산)입니다",9월 20일 오후 6:56
926901422,comment,Kitchen B1,석식2코너 햄마늘쫑볶음밥 토핑 계란프라이->스크램블에그로 변경되었습니다.,2023년 9월 20일
926901422,comment,Kitchen B1,석식2코너 청경채나물->열무된장나물 변경되었습니다.,2023년 9월 20일
926901422,comment,Kitchen B1,석식2코너는 품절되었습다.,2023년 9월 20일
926901424,body,Kitchen B1,"<헬시데이>순두부찌개, 곤약현미밥, 식물성런천미트전, 버섯잡채, 오이양파무침
728kcal(단백질:27g)Na함량:1245mg(염도:0.6%)
[COURSE2]
포크하이라이스&소시지구이, 미소시루, 가지깐풍, 과일샐러드
944kcal(단백질:25g)Na함량:1157mg(염도:0.7%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드, 생강대롱
현미밥/백미밥, 포기김치/열무김치",2023년 9월 21일 오전 10:58
926901424,comment,Kitchen B1,중식2코스 과일샐러드에서 감자샐러드*요거트D 변경되었습니다.,2023년 9월 21일
926901424,comment,Kitchen B1,1코스 버섯잡채=>가지깐풍으로 변경되었습니다,2023년 9월 21일
926901424,comment,Kitchen B1,중식1코스 순두부찌개 품절되었습니다,2023년 9월 21일
926901425,body,Kitchen B1,"[COURSE1]
뼈없는닭갈비, 잡곡밥, 다시마무채국, 고구마순들깨나물, 감자채볶음
781kcal(단백질:37g)Na함량:1183mg(염도:0.6%)
[COURSE2]
불고기핫도그, 웨지양념감자튀김&케첩, 옥수수코울슬로, 탄산음료
761kcal(단백질:9g)Na함량:1157mg(염도:0.5%)
[샐러드바]
그린샐러드, 과일푸딩, 계란과자
현미밥/백미밥, 포기김치/깍두기",2023년 9월 21일 오후 6:01
926901425,comment,Kitchen B1,1코스 뼈없는닭갈비 품절되었습니다.,2023년 9월 21일
926901426,body,Kitchen B1,"[COURSE1]
가쓰오꼬치어묵우동, 유부초밥, 새우튀김&타르타르소스, 단무지
985kcal(단백질:41g)Na함량:1183mg(염도:0.6%)
[COURSE2]
돈목살김치찜, 잡곡밥, 호박새우젓국, 백년초묵*양념장, 반반콩자반
849kcal(단백질:41g)Na함량:1031mg(염도:0.7%)
[샐러드바]
그린샐러드, 쿠스쿠스 샐러드, 석류차
현미밥/백미밥, 포기김치/깍두기",2023년 9월 22일 오전 11:06
926901426,comment,Kitchen B1,중식2코너 돈목살김치찜은 품절되었습니다.,2023년 9월 22일
926901426,comment,Kitchen B1,중식1코너 추가찬 백년초묵*양념장이 제공됩니다.,2023년 9월 22일
926901427,body,Kitchen B1,"[COURSE1]
황태해장국, 잡곡밥, 미트볼케첩조림, 다시마쌈*초고추장, 치커리유자청무침
772kcal(단백질:32g)Na함량:1137mg(염도:0.5%)
[샐러드바]
그린샐러드, 후르츠콘샐러드, 허니꿀짱
현미밥/백미밥, 포기김치/열무김치",2023년 9월 22일 오후 6:10
926901430,body,Kitchen B1,"[COURSE1&2]
<런치스페셜>아롱사태스지전골, 잡곡밥, 왕만두찜, 알감자조림, 모듬채소겉절이, 겨자장
929kcal(단백질:37g)Na함량:1016mg(염도:0.6%)
[샐러드바]
그린샐러드, 연근샐러드, 자몽차
현미밥/백미밥, 포기김치/깍두기",2023년 9월 25일 오전 11:15
926901430,comment,Kitchen B1,"중식2코너는 품절되었습니다. 
동일메뉴 1코너를 이용해주세요~!",2023년 9월 25일
926901432,body,Kitchen B1,"[COURSE1]
철판백순대볶음, 잡곡밥, 김치콩나물국, 미니새송이간장조림, 무쌈*순대양념장
638kcal(단백질:14g)Na함량:1193mg(염도:0.8%)
[COURSE2]
일식카레&가라아게튀김, 우동국물, 고구마샐러드, 유자단무지채
953kcal(단백질:23g)Na함량:1106mg(염도:0.7%)
[샐러드바]
그린샐러드, 실곤약샐러드, 건빵튀김
현미밥/백미밥, 포기김치/깍두기",2023년 9월 25일 오후 6:09
926901432,comment,Kitchen B1,석식2코너 일식카레&가라아게튀김은 품절되었습니다.,2023년 9월 25일
926901435,body,Kitchen B1,"[COURSE1]
잔치국수, 멸치주먹밥(소), 수수부꾸미, 고춧잎무침
924kcal(단백질:31g)Na함량:998mg(염도:0.5%)
[COURSE2]
돈육생강장불고기, 잡곡밥, 얼갈이된장국, 무들깨나물, 양념깻잎지
654kcal(단백질:33g)Na함량:1162mg(염도:0.7%)
[샐러드바]
그린샐러드, 방울토마토, 참깨크래커
현미밥/백미밥, 포기김치/석박지",2023년 9월 26일 오전 11:11
926901435,comment,Kitchen B1,중식1코너 잔치국수는 품절되었습니다.,2023년 9월 26일
926901435,comment,Kitchen B1,1코너 품절 대체찬으로 2코너에서 부꾸미가 제공됩니다.,2023년 9월 26일
926901436,body,Kitchen B1,"[COURSE1]
콩비지찌개, 잡곡밥, 옛날소시지젘*케첩, 사각어묵볶음, 시래기된장지짐
618kcal(단백질:30g)Na함량:1069mg(염도:0.7%)
[COURSE2]
장조림버터비빔밥, 맑은유부국, 청파래오징어까스
*타르타르S, 맑은오이지무침
875kcal(단백질:36g)Na함량:1067mg(염도:0.7%)
[샐러드바]
그린샐러드, 바나나칩샐러드, 수정과
현미밥/백미밥, 포기김치/석박지",2023년 9월 26일 오후 5:47
926901436,comment,Kitchen B1,2코스 청파래오징어까스 대체로 피쉬스틱 제공됩니다,2023년 9월 26일
926901436,comment,Kitchen B1,2코스 장조림버터비빔밥 품절되었습니다,2023년 9월 26일
926901437,body,Kitchen B1,"[COURSE1]
<추석한상차림>경상도소고기무국, 잡곡밥, 도톰동그랑땡전, 미니새송이버섯볶음, 깐마늘장아찌, 미니깨송편
853kcal(단백질:40g)Na함량:1195mg(염도:0.8%)
[COURSE2]
돈육청경채굴소스덮밥, 팽이버섯맑은국, 순두부*참깨드레싱, 브로콜리겨자무침, 미니깨송편
905kcal(단백질:40g)Na함량:1199mg(염도:0.8%)
[샐러드바]
그린샐러드, 단호박식혜
현미밥/백미밥, 포기김치/열무김치",2023년 9월 27일 오전 10:52
926901437,comment,Kitchen B1,중식1코너 경상도소고기무국은 품절되었습니다.,2023년 9월 27일
926901438,body,Kitchen B1,"[COURSE1]
경양식돈까스&구운채소, 쌀밥, 양송이크림수프, 스틱마늘빵, 오이피클
1026kcal(단백질:32g)Na함량:1168mg(염도:0.7%)
[샐러드바]
그린샐러드, 과일푸딩, 알새우칩
현미밥/백미밥, 포기김치/깍두기",2023년 9월 27일 오후 6:09
