post_no,type,writer,body,time,day,hour,day_of_week,course1,course1_kcal,course1_protein,course1_na,course2,course2_kcal,course2_protein,course2_na
926901005,body,kitchen_B1,"[COURSE1]청국장찌개,잡곡밥,돈육고추장불고기,어묵볶음,맑은오이지무침724kcal(단백질:43g)Na함량:1416mg(염도:0.7%)[COURSE2]로제소스치킨커틀릿(+구운야채),후리가께양념밥,유부국,스틱마늘바게트,블루베리무피클815kcal(단백질:32g)Na함량:1478mg(염도:0.6%)[샐러드바]그린샐러드,푸실리샐러드,수정과,현미밥/백미밥,포기김치/깍두기",2023-02-06 11:26:00,2023-02-06,11:26,Monday,"청국장찌개,잡곡밥,돈육고추장불고기,어묵볶음,맑은오이지무침",724,43,1416.0,"로제소스치킨커틀릿(+구운야채),후리가께양념밥,유부국,스틱마늘바게트,블루베리무피클",815.0,32.0,1478.0
926901006,body,kitchen_B1,"[COURSE1]사골우거지탕,잡곡밥,녹두빈대떡,메추리알조림,돈나물&초장732kcal(단백질:39g)Na함량:1388mg(염도:0.7%)[COURSE2]소고기할라피뇨볶음밥&계란프라이,수제비국,모듬춘권,마늘쫑락교무침862kcal(단백질:62g)Na함량:1458mg(염도:0.6%)[샐러드바]그린샐러드,이집트콩샐러드,고구마스틱,현미밥/백미밥,포기김치/깍두기",2023-02-06 18:28:00,2023-02-06,18:28,Monday,"사골우거지탕,잡곡밥,녹두빈대떡,메추리알조림,돈나물&초장",732,39,1388.0,"소고기할라피뇨볶음밥&계란프라이,수제비국,모듬춘권,마늘쫑락교무침",862.0,62.0,1458.0
926901007,body,kitchen_B1,"[COURSE1]부대찌개(*치즈,라면),잡곡밥,계란찜,멸치견과류볶음,고추지무침922kcal(단백질:47g)Na함량:1420mg(염도:0.7%)[COURSE2]구운계란카레라이스,우동국물,새우까스&타르타르소스,토마토샐러드850kcal(단백질:30g)Na함량:1314mg(염도:0.6%)[샐러드바]그린샐러드,천사채샐러드,오렌지,현미밥/백미밥,포기김치/깍두기",2023-02-07 11:23:00,2023-02-07,11:23,Tuesday,"부대찌개(*치즈,라면),잡곡밥,계란찜,멸치견과류볶음,고추지무침",922,47,1420.0,"구운계란카레라이스,우동국물,새우까스&타르타르소스,토마토샐러드",850.0,30.0,1314.0
926901008,body,kitchen_B1,"[COURSE1]베이컨크림파스타,콤비네이션피자,과일샐러드,모듬채소피클1155kcal(단백질:42g)Na함량:1453mg(염도:0.7%)[COURSE2]청양풍닭볶음,잡곡밥,얼갈이된장국,바싹김치전,삼색겨자냉채780kcal(단백질:36g)Na함량:1287mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,배추겉절이/깍두기",2023-02-07 18:26:00,2023-02-07,18:26,Tuesday,"베이컨크림파스타,콤비네이션피자,과일샐러드,모듬채소피클",1155,42,1453.0,"청양풍닭볶음,잡곡밥,얼갈이된장국,바싹김치전,삼색겨자냉채",780.0,36.0,1287.0
926901009,body,kitchen_B1,"[COURSE1]닭곰탕,잡곡밥,도톰완자전,맛살브로콜리볶음,매운콩나물무침801kcal(단백질:51g)Na함량:1388mg(염도:0.7%)[COURSE2]버섯잡채덮밥,계란파국,꿔바로우,짜사이무침864kcal(단백질:29g)Na함량:1420mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/열무김치",2023-02-08 11:22:00,2023-02-08,11:22,Wednesday,"닭곰탕,잡곡밥,도톰완자전,맛살브로콜리볶음,매운콩나물무침",801,51,1388.0,"버섯잡채덮밥,계란파국,꿔바로우,짜사이무침",864.0,29.0,1420.0
926901010,body,kitchen_B1,"[COURSE1]돼지국밥,잡곡밥,들깨메밀전병,호박버섯볶음,고들빼기무침947kcal(단백질:53g)Na함량:1451mg(염도:0.7%)[COURSE2]참치캔생야채비빔밥,어묵국,순대떡볶음,깐마늘장아찌844kcal(단백질:30g)Na함량:1284mg(염도:0.6%)[샐러드바]그린샐러드,쿠스쿠스샐러드,누룽지,현미밥/백미밥,포기김치/깍두기",2023-02-08 18:29:00,2023-02-08,18:29,Wednesday,"돼지국밥,잡곡밥,들깨메밀전병,호박버섯볶음,고들빼기무침",947,53,1451.0,"참치캔생야채비빔밥,어묵국,순대떡볶음,깐마늘장아찌",844.0,30.0,1284.0
926901012,body,kitchen_B1,"[COURSE1]황태미역국,잡곡밥,너비아니구이,탕평채,시래기지짐734kcal(단백질:29g)Na함량:1311mg(염도:0.7%)[COURSE2]부타동,팽이장국,타코야끼,양파적채피클812kcal(단백질:55g)Na함량:1405mg(염도:0.6%)[샐러드바]그린샐러드,다시마튀각,방울토마토,현미밥/백미밥,포기김치/깍두기",2023-02-09 18:24:00,2023-02-09,18:24,Thursday,"황태미역국,잡곡밥,너비아니구이,탕평채,시래기지짐",734,29,1311.0,"부타동,팽이장국,타코야끼,양파적채피클",812.0,55.0,1405.0
926901013,body,kitchen_B1,"[COURSE1]뚝배기불고기,잡곡밥,알감자조림,파래김&양념장,무생채702kcal(단백질:41g)Na함량:1318mg(염도:0.7%)[COURSE2]불닭덮밥&계란프라이,미소시루,고구마맛탕,연두부샐러드913kcal(단백질:49g)Na함량:1276mg(염도:0.6%)[샐러드바]그린샐러드,모듬콩샐러드,누룽지,현미밥/백미밥,배추겉절이/깍두기",2023-02-10 11:29:00,2023-02-10,11:29,Friday,"뚝배기불고기,잡곡밥,알감자조림,파래김&양념장,무생채",702,41,1318.0,"불닭덮밥&계란프라이,미소시루,고구마맛탕,연두부샐러드",913.0,49.0,1276.0
926901014,body,kitchen_B1,"[COURSE1]사골떡국(큰뚝),쌀밥(소),오징어초고추장무침,매생이전,참나물겉절이790kcal(단백질:30g)Na함량:1408mg(염도:0.7%)[샐러드바]그린샐러드,후르츠샐러드,크래커,현미밥/백미밥,포기김치/깍두기",2023-02-10 18:26:00,2023-02-10,18:26,Friday,"사골떡국(큰뚝),쌀밥(소),오징어초고추장무침,매생이전,참나물겉절이",790,30,1408.0,NaN,NaN,NaN,NaN
926901017,body,kitchen_B1,"[COURSE1]통마늘돼지불백,잡곡밥,고추장찌개,호박채전,오징어젓무생채866kcal(단백질:58g)Na함량:1372mg(염도:0.7%)[COURSE2]떡볶이돈까스,후리가께양념밥,우동국물,김말이&양파링튀김,오이피클1467kcal(단백질:44g)Na함량:1466mg(염도:0.6%)[샐러드바]그린샐러드,코울슬로샐러드,오렌지,현미밥/백미밥,포기김치/깍두기",2023-02-13 09:46:00,2023-02-13,09:46,Monday,"통마늘돼지불백,잡곡밥,고추장찌개,호박채전,오징어젓무생채",866,58,1372.0,"떡볶이돈까스,후리가께양념밥,우동국물,김말이&양파링튀김,오이피클",1467.0,44.0,1466.0
926901018,body,kitchen_B1,"[COURSE1]소고기된장찌개,취나물밥*양념장,언양식불고기,가지나물,세발나물무침734kcal(단백질:32g)Na함량:1403mg(염도:0.7%)[COURSE2]마파두부덮밥,다시마무채국,마요탕수육,지마구,짜사이무침933kcal(단백질:35g)Na함량:1439mg(염도:0.6%)[샐러드바]그린샐러드,살사푸실리샐러드,제크,현미밥/백미밥,포기김치/깍두기",2023-02-13 17:59:00,2023-02-13,17:59,Monday,"소고기된장찌개,취나물밥*양념장,언양식불고기,가지나물,세발나물무침",734,32,1403.0,"마파두부덮밥,다시마무채국,마요탕수육,지마구,짜사이무침",933.0,35.0,1439.0
926901019,body,kitchen_B1,"[COURSE1]꼬치어묵잔치국수,쌀밥(소),얇은피고기만두찜,단무지,초콜렛1164kcal(단백질:47g)Na함량:1420mg(염도:0.7%)[COURSE2]소고기샤브샤브전골,잡곡밥,해물완자전,청포묵김치무침,숙주나물,초콜렛906kcal(단백질:37g)Na함량:1394mg(염도:0.7%)[샐러드바]양상추샐러드,바나나칩샐러드,현미밥/백미밥,포기김치/깍두기",2023-02-14 11:54:00,2023-02-14,11:54,Tuesday,"꼬치어묵잔치국수,쌀밥(소),얇은피고기만두찜,단무지,초콜렛",1164,47,1420.0,"소고기샤브샤브전골,잡곡밥,해물완자전,청포묵김치무침,숙주나물,초콜렛",906.0,37.0,1394.0
926901021,body,kitchen_B1,"[COURSE1]돈육오징어고추장볶음,잡곡밥,호박새우젓국,두부쑥갓무침,양배추쌈*쌈장687kcal(단백질:43g)Na함량:1397mg(염도:0.7%)[COURSE2]포크하이라이스&그릴소시지,두부장국,구운계란볶음,락교&산고추지995kcal(단백질:48g)Na함량:1419mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,배추겉절이/깍두기",2023-02-14 18:06:00,2023-02-14,18:06,Tuesday,"돈육오징어고추장볶음,잡곡밥,호박새우젓국,두부쑥갓무침,양배추쌈*쌈장",687,43,1397.0,"포크하이라이스&그릴소시지,두부장국,구운계란볶음,락교&산고추지",995.0,48.0,1419.0
926901022,body,kitchen_B1,"[COURSE1]뼈없는감자탕,잡곡밥,미트볼케찹조림,건새우마늘쫑볶음,깻잎지무침1151kcal(단백질:63g)Na함량:1456mg(염도:0.7%)[COURSE2]해물나시고랭&계란프라이,쌀국수국물,월남짜조,양파초절임754kcal(단백질:27g)Na함량:1320mg(염도:0.6%)[샐러드바]그린샐러드,과일푸딩,아이스티,현미밥/백미밥,포기김치/열무김치",2023-02-15 11:03:00,2023-02-15,11:03,Wednesday,"뼈없는감자탕,잡곡밥,미트볼케찹조림,건새우마늘쫑볶음,깻잎지무침",1151,63,1456.0,"해물나시고랭&계란프라이,쌀국수국물,월남짜조,양파초절임",754.0,27.0,1320.0
926901023,body,kitchen_B1,"[COURSE1]봉추찜닭(+누룽지),잡곡밥,순두부백탕,들기름재래김,봄동겉절이1067kcal(단백질:67g)Na함량:1420mg(염도:0.6%)[COURSE2]소보로비빔밥,유부맑은국,고구마고로케&케찹,열무나물687kcal(단백질:26g)Na함량:1293mg(염도:0.6%)[샐러드바]그린샐러드,판넬샐러드,누룽지,현미밥/백미밥,포기김치/석박지",2023-02-15 18:05:00,2023-02-15,18:05,Wednesday,"봉추찜닭(+누룽지),잡곡밥,순두부백탕,들기름재래김,봄동겉절이",1067,67,1420.0,"소보로비빔밥,유부맑은국,고구마고로케&케찹,열무나물",687.0,26.0,1293.0
926901025,body,kitchen_B1,"[COURSE1]<요즘은이런식>달래알리오올리오파스타,브로콜리수프,루꼴라크로엣지피자,모듬채소피클922kcal(단백질:26g)Na함량:1477mg(염도:0.7%)[COURSE2]돈육두루치기&온두부,잡곡밥,콩나물국,감자채볶음,얼갈이상추무침658kcal(단백질:41g)Na함량:1381mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,",2023-02-16 11:02:00,2023-02-16,11:02,Thursday,"<요즘은이런식>달래알리오올리오파스타,브로콜리수프,루꼴라크로엣지피자,모듬채소피클",922,26,1477.0,"돈육두루치기&온두부,잡곡밥,콩나물국,감자채볶음,얼갈이상추무침",658.0,41.0,1381.0
926901026,body,kitchen_B1,"[COURSE1]경상도식소고기무국,잡곡밥,돈저냐구이,명엽채볶음,고구마순지짐716kcal(단백질:45g)Na함량:1284mg(염도:0.7%)[COURSE2]짬뽕덮밥,사골파국,치킨텐더유린기,오이지무침897kcal(단백질:46g)Na함량:1456mg(염도:0.6%)[샐러드바]그린샐러드,렌틸콩샐러드,바나나,현미밥/백미밥,포기김치/깍두기",2023-02-16 18:20:00,2023-02-16,18:20,Thursday,"경상도식소고기무국,잡곡밥,돈저냐구이,명엽채볶음,고구마순지짐",716,45,1284.0,"짬뽕덮밥,사골파국,치킨텐더유린기,오이지무침",897.0,46.0,1456.0
926901028,body,kitchen_B1,"[COURSE1]콩비지찌개,잡곡밥,고등어구이&와사비장,도토리묵무침,물파래무생채624kcal(단백질:37g)Na함량:1315mg(염도:0.7%)[COURSE2]소불고기달걀덮밥,팽이장국,가지튀김,단호박샐러드753kcal(단백질:48g)Na함량:1258mg(염도:0.6%)[샐러드바]그린샐러드,마카로니샐러드,누룽지,현미밥/백미밥,배추겉절이/깍두기",2023-02-17 11:11:00,2023-02-17,11:11,Friday,"콩비지찌개,잡곡밥,고등어구이&와사비장,도토리묵무침,물파래무생채",624,37,1315.0,"소불고기달걀덮밥,팽이장국,가지튀김,단호박샐러드",753.0,48.0,1258.0
926901029,body,kitchen_B1,"[COURSE1]산채들기름볶음밥*계란프라이,콩가루배추국,두부카츠,맛살겨자냉채964kcal(단백질:39g)Na함량:1342mg(염도:0.6%)[샐러드바]그린샐러드,멕시칸샐러드,석류차,현미밥/백미밥,포기김치/깍두기",2023-02-17 18:05:00,2023-02-17,18:05,Friday,"산채들기름볶음밥*계란프라이,콩가루배추국,두부카츠,맛살겨자냉채",964,39,1342.0,NaN,NaN,NaN,NaN
926901032,body,Kitchen B1,"[COURSE1]유니짜장면,계란파국,크래미볶음밥,깐풍육,짜사이무침1085kcal(단백질:58g)Na함량:1300mg(염도:0.6%)[COURSE2]돈육파채불고기,잡곡밥,북어채콩나물국,구운김,무들깨나물767kcal(단백질:51g)Na함량:1299mg(염도:0.6%)[샐러드바]그린샐러드,모듬콩샐러드,식혜,현미밥/백미밥,포기김치/깍두기",2023-02-20 11:12:00,2023-02-20,11:12,Monday,"유니짜장면,계란파국,크래미볶음밥,깐풍육,짜사이무침",1085,58,1300.0,"돈육파채불고기,잡곡밥,북어채콩나물국,구운김,무들깨나물",767.0,51.0,1299.0
926901034,body,Kitchen B1,"[COURSE1]대파육개장,잡곡밥,비엔나소시지볶음,두부브로콜리무침,고추지무침851kcal(단백질:30g)Na함량:1043mg(염도:0.7%)[COURSE2]가츠동돈부리,일식장국,고구마맛탕,락교무침1069kcal(단백질:36g)Na함량:1550mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/깍두기",2023-02-20 18:07:00,2023-02-20,18:07,Monday,"대파육개장,잡곡밥,비엔나소시지볶음,두부브로콜리무침,고추지무침",851,30,1043.0,"가츠동돈부리,일식장국,고구마맛탕,락교무침",1069.0,36.0,1550.0
926901036,body,Kitchen B1,"[COURSE1]삼겹살김치찌개,잡곡밥,버섯잡채,부들어묵볶음,돈나물초고추장무침776kcal(단백질:38g)Na함량:1300mg(염도:0.7%)[COURSE2]치즈함박스테이크정식,(치즈함박,계란프라이,구운채소),후리가께양념밥,단호박수프,모닝빵&양배추샐러드/딸기잼/블루베리무피클961kcal(단백질:33g)Na함량:1253mg(염도:0.5%)[샐러드바]그린샐러드,후르츠샐러드,아이스티,현미밥/백미밥,포기김치/깍두기",2023-02-21 11:11:00,2023-02-21,11:11,Tuesday,"삼겹살김치찌개,잡곡밥,버섯잡채,부들어묵볶음,돈나물초고추장무침",776,38,1300.0,"치즈함박스테이크정식,(치즈함박,계란프라이,구운채소),후리가께양념밥,단호박수프,모닝빵&양배추샐러드/딸기잼/블루베리무피클",961.0,33.0,1253.0
926901037,body,Kitchen B1,"[COURSE1]닭볶음탕,잡곡밥,근대된장국,연근조림,시래기지짐774kcal(단백질:33g)Na함량:1286mg(염도:0.6%)[COURSE2]스팸마늘쫑볶음밥*계란프라이,미니우동,포테이토두부스틱,토마토샐러드728kcal(단백질:32g)Na함량:1632mg(염도:0.6%)[샐러드바]그린샐러드,방울토마토,계란과자현미밥/백미밥,배추겉절이/깍두기",2023-02-21 18:04:00,2023-02-21,18:04,Tuesday,"닭볶음탕,잡곡밥,근대된장국,연근조림,시래기지짐",774,33,1286.0,"스팸마늘쫑볶음밥*계란프라이,미니우동,포테이토두부스틱,토마토샐러드",728.0,32.0,1632.0
926901038,body,Kitchen B1,"[COURSE1]설렁탕,잡곡밥,계란두부구이,멸치견과류볶음,치커리무침762kcal(단백질:38g)Na함량:1300mg(염도:0.6%)[COURSE2]불맛치즈제육덮밥,아욱된장국,피시커틀릿,깍둑오이무침897kcal(단백질:37g)Na함량:1344mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/석박지",2023-02-22 11:05:00,2023-02-22,11:05,Wednesday,"설렁탕,잡곡밥,계란두부구이,멸치견과류볶음,치커리무침",762,38,1300.0,"불맛치즈제육덮밥,아욱된장국,피시커틀릿,깍둑오이무침",897.0,37.0,1344.0
926901039,body,Kitchen B1,"[COURSE1]베테랑칼국수,쌀밥(소),납작지짐만두,고구마샐러드1057kcal(단백질:35g)Na함량:1255mg(염도:0.6%)[COURSE2]순대채소볶음,잡곡밥,바지락무국계란찜,무쌈*와사비마요930kcal(단백질:25g)Na함량:1517mg(염도:0.6%)[샐러드바]그린샐러드,쿠스쿠스샐러드,고구마스틱현미밥/백미밥,포기김치/깍두기",2023-02-22 18:07:00,2023-02-22,18:07,Wednesday,"베테랑칼국수,쌀밥(소),납작지짐만두,고구마샐러드",1057,35,1255.0,"순대채소볶음,잡곡밥,바지락무국계란찜,무쌈*와사비마요",930.0,25.0,1517.0
926901040,body,Kitchen B1,"[COURSE1]톳영양밥,우렁된장찌개,섭산적구이,모듬콩자반,삼색겨자냉채820kcal(단백질:38g)Na함량:1300mg(염도:0.7%)[COURSE2]미트볼뽀모도로파스타,양송이크림수프,스틱마늘바게트,에그샐러드,모듬채소피클865kcal(단백질:40g)Na함량:1241mg(염도:0.5%)[샐러드바]그린샐러드,과일푸딩,웨하스현미밥/백미밥,포기김치/깍두기",2023-02-23 11:18:00,2023-02-23,11:18,Thursday,"톳영양밥,우렁된장찌개,섭산적구이,모듬콩자반,삼색겨자냉채",820,38,1300.0,"미트볼뽀모도로파스타,양송이크림수프,스틱마늘바게트,에그샐러드,모듬채소피클",865.0,40.0,1241.0
926901042,body,Kitchen B1,"[COURSE1]모듬어묵전골,잡곡밥,옛날소시지전미니새송이볶음,콩나물무침789kcal(단백질:25g)Na함량:1107mg(염도:0.6%)[COURSE2]열무돼지고기덮밥*계란프라이,시금치된장국,교자만두튀김,마늘쫑무침827kcal(단백질:36g)Na함량:1438mg(염도:0.6%)[샐러드바]그린샐러드,푸실리샐러드,오미자차현미밥/백미밥,포기김치/깍두기",2023-02-23 18:21:00,2023-02-23,18:21,Thursday,"모듬어묵전골,잡곡밥,옛날소시지전미니새송이볶음,콩나물무침",789,25,1107.0,"열무돼지고기덮밥*계란프라이,시금치된장국,교자만두튀김,마늘쫑무침",827.0,36.0,1438.0
926901043,body,Kitchen B1,"[COURSE1]<런치스페셜>닭장각삿포로식수프카레,강황밥*치즈,새우튀김,유자토마토절임,단무지*락교1198kcal(단백질:38g)Na함량:1315mg(염도:0.5%)[COURSE2]<런치스페셜>닭장각삿포로식수프카레,강황밥*치즈,새우튀김,유자토마토절임,단무지*락교1198kcal(단백질:38g)Na함량:1315mg(염도:0.5%)[샐러드바]그린샐러드,토핑3종,사과,현미밥/백미밥,포기김치/열무김치",2023-02-24 11:05:00,2023-02-24,11:05,Friday,"<런치스페셜>닭장각삿포로식수프카레,강황밥*치즈,새우튀김,유자토마토절임,단무지*락교",1198,38,1315.0,"<런치스페셜>닭장각삿포로식수프카레,강황밥*치즈,새우튀김,유자토마토절임,단무지*락교",1198.0,38.0,1315.0
926901044,body,Kitchen B1,"[COURSE1]참치김치덮밥&계란프라이,미역국,설탕핫도그얼갈이된장나물,마시는주스771kcal(단백질:40g)Na함량:1369mg(염도:0.6%)[샐러드바]그린샐러드,천사채샐러드,크래커,현미밥/백미밥,포기김치/깍두기",2023-02-24 18:24:00,2023-02-24,18:24,Friday,"참치김치덮밥&계란프라이,미역국,설탕핫도그얼갈이된장나물,마시는주스",771,40,1369.0,NaN,NaN,NaN,NaN
926901046,body,Kitchen B1,"[COURSE1]만두순두부찌개,잡곡밥,완자전,맛살마늘쫑볶음,숙주겨자냉채953kcal(단백질:48g)Na함량:1273mg(염도:0.7%)[COURSE2]콩단백김치볶음밥,팽이장국,감자고로케,들기름메밀면무침767kcal(단백질:37g)Na함량:1587mg(염도:0.6%)[샐러드바]그린샐러드,코울슬로샐러드,매실차현미밥/백미밥,포기김치/깍두기",2023-02-27 11:05:00,2023-02-27,11:05,Monday,"만두순두부찌개,잡곡밥,완자전,맛살마늘쫑볶음,숙주겨자냉채",953,48,1273.0,"콩단백김치볶음밥,팽이장국,감자고로케,들기름메밀면무침",767.0,37.0,1587.0
926901049,body,Kitchen B1,"[COURSE1]두절가자미구이,잡곡밥,콩나물김칫국,계란장조림,들깨무나물851kcal(단백질:34g)Na함량:1555mg(염도:0.6%)[COURSE2]고추잡채덮밥,두부장국탕수육,짜사이무침1069kcal(단백질:35g)Na함량:1595mg(염도:0.6%)[샐러드바]그린샐러드,살사푸실리샐러드,제크,현미밥/백미밥,포기김치/깍두기",2023-02-27 18:07:00,2023-02-27,18:07,Monday,"두절가자미구이,잡곡밥,콩나물김칫국,계란장조림,들깨무나물",851,34,1555.0,"고추잡채덮밥,두부장국탕수육,짜사이무침",1069.0,35.0,1595.0
926901050,body,Kitchen B1,"[COURSE1]안동국밥,잡곡밥,브로콜리계란찜,땅콩조림,참나물겉절이776kcal(단백질:41g)Na함량:1575mg(염도:0.7%)[COURSE2]삼색야끼도리덮밥,우동국물,모듬춘권,양파초절임961kcal(단백질:30g)Na함량:1521mg(염도:0.5%)[샐러드바]그린샐러드,과일푸딩,누룽지,현미밥/백미밥,포기김치/깍두기",2023-02-28 11:13:00,2023-02-28,11:13,Tuesday,"안동국밥,잡곡밥,브로콜리계란찜,땅콩조림,참나물겉절이",776,41,1575.0,"삼색야끼도리덮밥,우동국물,모듬춘권,양파초절임",961.0,30.0,1521.0
926901051,body,Kitchen B1,"[COURSE1]고사리오일파스타,옥수수크림수프,빌소시지구이,모듬채소피클774kcal(단백질:44g)Na함량:1529mg(염도:0.6%)[COURSE2]소고기미역국,잡곡밥,돈육매실청불고기,명엽채볶음,고들빼기무침728kcal(단백질:44g)Na함량:1572mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/깍두기",2023-02-28 17:59:00,2023-02-28,17:59,Tuesday,"고사리오일파스타,옥수수크림수프,빌소시지구이,모듬채소피클",774,44,1529.0,"소고기미역국,잡곡밥,돈육매실청불고기,명엽채볶음,고들빼기무침",728.0,44.0,1572.0
926901052,body,Kitchen B1,"[COURSE1]<3월제철식재>취나물,취나물영양밥,청국장찌개,언양식불고기,청포묵김가루무침,무말랭이무침818kcal(단백질:28g)Na함량:1527mg(염도:0.7%)[COURSE2]<3월제철식재>달래,눈꽃치즈돈까스,후리가께양념밥,유부국,파르팔레달래샐러드,모듬채소피클828kcal(단백질:29g)Na함량:1327mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/깍두기",2023-03-02 11:13:00,2023-03-02,11:13,Thursday,"<3월제철식재>취나물,취나물영양밥,청국장찌개,언양식불고기,청포묵김가루무침,무말랭이무침",818,28,1527.0,"<3월제철식재>달래,눈꽃치즈돈까스,후리가께양념밥,유부국,파르팔레달래샐러드,모듬채소피클",828.0,29.0,1327.0
926901053,body,Kitchen B1,"[COURSE1]버섯두부전골*칼국수사리,잡곡밥,산채메밀전병,사각어묵볶음,맑은오이지무침685kcal(단백질:49g)Na함량:1012mg(염도:0.6%)[COURSE2]참치마요덮밥,다시마무채국,국물떡볶이*야끼만두,단무지1035kcal(단백질:32g)Na함량:1495mg(염도:0.6%)[샐러드바]그린샐러드,방울토마토,그린아이스티현미밥/백미밥,포기김치/깍두기",2023-03-02 18:14:00,2023-03-02,18:14,Thursday,"버섯두부전골*칼국수사리,잡곡밥,산채메밀전병,사각어묵볶음,맑은오이지무침",685,49,1012.0,"참치마요덮밥,다시마무채국,국물떡볶이*야끼만두,단무지",1035.0,32.0,1495.0
926901054,body,Kitchen B1,"[COURSE1]돈육오징어고추장볶음,잡곡밥,근대된장국,봄동배추전,팽이버섯미역줄기볶음1198kcal(단백질:42)Na함량:1301mg(염도:0.6%)[COURSE2]가자미마파두부덮밥,수제비국,순살치킨*파채,콩나물무침1198kcal(단백질:41g)Na함량:1240mg(염도:0.6%)[샐러드바]그린샐러드,마카로니샐러드,식혜현미밥/백미밥,포기김치/열무김치",2023-03-03 11:11:00,2023-03-03,11:11,Friday,"돈육오징어고추장볶음,잡곡밥,근대된장국,봄동배추전,팽이버섯미역줄기볶음1198kcal(단백질:42)Na함량:1301mg(염도:0.6%)[COURSE2]가자미마파두부덮밥,수제비국,순살치킨*파채,콩나물무침",1198,41,1240.0,"가자미마파두부덮밥,수제비국,순살치킨*파채,콩나물무침",1198.0,41.0,1240.0
926901055,body,Kitchen B1,"석식(금)[COURSE1]닭곰탕,잡곡밥,돈저냐구이,쥐어채볶음,깻잎지무침771kcal(단백질:27g)Na함량:1053mg(염도:0.6%)[샐러드바]그린샐러드,렌틸콩샐러드,알새우칩,현미밥/백미밥,포기김치/석박지",2023-03-03 18:09:00,2023-03-03,18:09,Friday,"닭곰탕,잡곡밥,돈저냐구이,쥐어채볶음,깻잎지무침",771,27,1053.0,NaN,NaN,NaN,NaN
926901058,body,Kitchen B1,"[COURSE1]돼지김치짜글이찌개,쌀밥*계란프라이,잡채노을해심도시락김,시금치나물813kcal(단백질:28g)Na함량:1883mg(염도:0.7%)[COURSE2]치킨커틀릿*구운야채,흑미밥,양송이수프,과일샐러드,오이피클991kcal(단백질:28g)Na함량:1346mg(염도:0.6%)[샐러드바]그린샐러드,모듬콩샐러드,웨하스,현미밥/백미밥,포기김치/깍두기",2023-03-06 11:22:00,2023-03-06,11:22,Monday,"돼지김치짜글이찌개,쌀밥*계란프라이,잡채노을해심도시락김,시금치나물",813,28,1883.0,"치킨커틀릿*구운야채,흑미밥,양송이수프,과일샐러드,오이피클",991.0,28.0,1346.0
926901059,body,Kitchen B1,"[COURSE1]돈육버섯불고기,잡곡밥,얼갈이된장국,볼어묵조림,고구마순나물774kcal(단백질:54g)Na함량:1468mg(염도:0.6%)[COURSE2]마제덮밥,무채국,스틱피쉬커틀릿,고구마샐러드972kcal(단백질:45g)Na함량:1357mg(염도:0.5%)[샐러드바]그린샐러드,쿠스쿠스샐러드,고구마스틱현미밥/백미밥,포기김치/깍두기",2023-03-06 18:06:00,2023-03-06,18:06,Monday,"돈육버섯불고기,잡곡밥,얼갈이된장국,볼어묵조림,고구마순나물",774,54,1468.0,"마제덮밥,무채국,스틱피쉬커틀릿,고구마샐러드",972.0,45.0,1357.0
926901060,body,Kitchen B1,"[COURSE1]양지탕,잡곡밥,해물완자전,두부쑥갓무침,오이양파무침720kcal(단백질:38g)Na함량:1769mg(염도:0.6%)[COURSE2]불고기크림파스타,감자씨즈닝튀김,에그샐러드,모듬채소피클983kcal(단백질:27g)Na함량:1555mg(염도:0.6%)[샐러드바]그린샐러드,후르츠샐러드,오렌지,현미밥/백미밥,포기김치/열무김치",2023-03-07 11:17:00,2023-03-07,11:17,Tuesday,"양지탕,잡곡밥,해물완자전,두부쑥갓무침,오이양파무침",720,38,1769.0,"불고기크림파스타,감자씨즈닝튀김,에그샐러드,모듬채소피클",983.0,27.0,1555.0
926901061,body,Kitchen B1,"[COURSE1]왕만두떡국,쌀밥(소),비엔나소시지볶음,검은깨부추전,유채겉절이1157kcal(단백질:40g)Na함량:1890mg(염도:0.6%)[COURSE2]규동숙주덮밥,미소장국,타코야끼,단무지967kcal(단백질:34g)Na함량:1889mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,배추겉절이/깍두기",2023-03-07 18:20:00,2023-03-07,18:20,Tuesday,"왕만두떡국,쌀밥(소),비엔나소시지볶음,검은깨부추전,유채겉절이",1157,40,1890.0,"규동숙주덮밥,미소장국,타코야끼,단무지",967.0,34.0,1889.0
